id	Cx	Cy	theta	l1	l2	a1	a2	p
1	174.68341938707528	65.06479013990673	-1.4994586878421217	1473.2143423217203	11288.363573407054	0.0	0.0	2.0
2	73.36221781897954	263.1920600099073	0.3582595158663721	1253.471013990954	4248.416625753342	0.0	0.0	2.0
3	55.13085022214108	421.8109670744325	0.49980714581869146	757.1656056308439	2509.8553630110882	0.0	0.0	2.0
4	82.18258285201593	693.29379988411	0.22343533490883033	1639.8190812699772	12825.584656820885	0.0	0.0	2.0
5	37.63442294863242	850.3315543695797	0.5634645656264138	299.52455848087914	1580.9145884531895	0.0	0.0	2.0
6	52.50702512834369	1063.6846798162658	-0.0609504241183833	1123.1793255079967	9250.032965411281	0.0	0.0	2.0
7	35.44905356423681	1301.416230366492	-1.4282471067071854	384.0984715770295	453.65570932998014	0.0	0.0	2.0
8	117.7227331397225	1531.8323451113263	0.7542123702743976	1967.641994194684	9671.44766013162	0.0	0.0	2.0
9	16.536663124335814	1578.7577045696069	-1.7717408056419262	58.42688171834649	114.3135452360431	0.0	0.0	2.0
10	96.76172850929953	1756.6539095030998	0.2026964827715459	3856.978916842696	5743.714337828809	0.0	0.0	2.0
11	232.23770605347002	1420.7160073615262	-1.8610202684423593	2222.686386072958	8480.52735735274	0.0	0.0	2.0
12	162.78844273743016	1258.5632332402236	-2.128492726686322	1495.425667333681	3707.5686294242805	0.0	0.0	2.0
13	113.84651851851852	158.31318518518518	-2.328509801434639	134.82037288663642	614.0170966990969	0.0	0.0	2.0
14	112.158368895211	1157.7852062588904	-0.8928350184636956	114.91507765434126	275.42005900961186	0.0	0.0	2.0
15	126.80606209955643	945.1764415968457	0.5001928511633549	146.39544028866578	830.586333661312	0.0	0.0	2.0
16	136.62819038859507	526.705679466544	-2.2488896229738407	219.81149768405487	584.4025868354978	0.0	0.0	2.0
17	230.6031786941581	463.277147766323	-1.8876685807157922	769.2440515847366	5101.990227083143	0.0	0.0	2.0
18	267.9788116192705	771.296484712825	-2.2472387885081817	1236.9933387312224	8635.077005783867	0.0	0.0	2.0
19	185.73676161345824	1864.5889887210858	-0.960084535215603	259.01180138494567	983.1795284739853	0.0	0.0	2.0
20	235.22988478098765	1100.4776898467755	-2.281354955880771	2250.3407920962954	5155.408481434147	0.0	0.0	2.0
21	252.7575050681774	347.8903329723125	-2.2817679917195033	1262.4449289665042	8768.013580271825	0.0	0.0	2.0
22	170.8699411968177	174.44379107575233	-2.324328844346851	126.61074751227632	490.485314037296	0.0	0.0	2.0
23	241.46580893103305	915.3328459835415	-1.9750096377288304	1741.4796639929534	2363.690002568441	0.0	0.0	2.0
24	312.3912719059431	627.4825659951197	-2.12838036170988	2146.895819018455	7562.770509268863	0.0	0.0	2.0
25	224.956783919598	1699.5812395309883	0.7285927519489831	134.985214803517	489.61109157482895	0.0	0.0	2.0
26	342.3080831058538	203.3134288747346	-2.051648225440807	641.4802932290174	8117.197990065433	0.0	0.0	2.0
27	280.25537481515187	1867.5522693663975	-1.8775629498153743	497.9178387198566	2421.0683307450654	0.0	0.0	2.0
28	375.60264536575903	323.06859194101287	-2.1842659902350543	773.7565217683398	8743.197822067836	0.0	0.0	2.0
29	355.67498643516006	1733.4916440586	-2.033195706031562	2052.565428823569	4705.945552290461	0.0	0.0	2.0
30	273.7284580498866	1819.7369614512472	0.5924876899441893	55.675609479339855	469.83849569031656	0.0	0.0	2.0
31	356.72226896194667	1275.5660432306497	-1.7563491396601694	2149.3422911146545	2925.1713136053377	0.0	0.0	2.0
32	285.2204599524187	1555.415543219667	-1.1824182953612794	77.71553517838338	149.83162381140403	0.0	0.0	2.0
33	286.77626948215186	1605.8818501759679	0.5665203889988356	96.76219217851684	334.1994341215888	0.0	0.0	2.0
34	391.3376641868081	1083.5276759335065	0.6420393396296169	876.4151195893767	6208.718709104094	0.0	0.0	2.0
35	327.5255118622035	1842.0857978550537	-2.1444114503005327	118.89355791389325	552.0952612882785	0.0	0.0	2.0
36	337.088963963964	1599.4625563063064	-1.9993317023631625	126.09975890666907	841.7343929447184	0.0	0.0	2.0
37	345.8260491411176	1554.8477929984779	-2.156826178959188	269.7059317316696	566.6855217173047	0.0	0.0	2.0
38	457.2036848761376	101.169018275597	-0.7663676011046143	3061.650651800433	4046.0474884991436	0.0	0.0	2.0
39	360.9367653019862	928.1511957843535	-0.2666198340988977	146.89480785075048	347.52543510001817	0.0	0.0	2.0
40	377.8379310344828	1509.703448275862	-1.507326354089813	217.75710403622443	292.1017901373783	0.0	0.0	2.0
41	455.2810580204778	559.127133105802	0.6917099063386805	1079.4660719434924	3450.3458535303052	0.0	0.0	2.0
43	520.0629249433409	1046.7181709105453	0.7553643788892755	1969.0164555631354	7293.066846138634	0.0	0.0	2.0
42	359.0	964.0	0.0	0.0	0.0	0.0	0.0	2.0
44	414.7921989051095	1473.367700729927	0.6492717141098436	278.0164522302143	568.4340403851859	0.0	0.0	2.0
45	492.04686432572754	1651.9084301134035	-2.314017320295729	1479.7391880958385	6249.462035486384	0.0	0.0	2.0
46	364.0	967.0	0.0	0.0	0.0	0.0	0.0	2.0
47	449.3792943001163	1857.471733229934	-1.771659191251306	576.4085887580213	1997.751420419214	0.0	0.0	2.0
48	527.1911548513558	853.1658363279973	-2.129350583051577	2490.738301857602	6620.170622628383	0.0	0.0	2.0
49	509.0816268216021	1378.562085277963	-0.30423423293840474	2432.8723774304567	2710.216043043893	0.0	0.0	2.0
50	445.01248843663274	454.89315448658647	-2.105758971217528	70.8971545727986	452.5362318742931	0.0	0.0	2.0
51	478.6778344258315	1234.2845350813304	0.5579282883634774	187.11415721575142	708.0652579742843	0.0	0.0	2.0
52	598.235480978609	1559.0242602792366	-2.080006405685107	1909.0133708491753	5543.030371545094	0.0	0.0	2.0
53	593.6445556946182	325.4217772215269	-2.2952165456801916	1982.9841445286718	4837.45457874244	0.0	0.0	2.0
54	595.993550640905	519.5543761588692	0.7820378449996707	1824.5708452229123	5099.0335315270495	0.0	0.0	2.0
55	570.7726420442158	709.7465224785244	-2.1804490583061336	1353.4082248912543	2642.7975088019475	0.0	0.0	2.0
56	541.2440506329114	1233.0017721518986	0.6423430118847929	382.11564800528663	1268.6252944718808	0.0	0.0	2.0
57	641.032729844413	1833.2121357850071	-1.7881730980670048	1321.1309016999242	6443.482487983758	0.0	0.0	2.0
58	640.0798326473689	168.2539542161298	0.7038166524912587	1293.5835287787613	4545.968959761631	0.0	0.0	2.0
59	556.0257234726688	175.2379421221865	0.2739832076670033	81.87658593686477	197.20697192544006	0.0	0.0	2.0
60	746.9672662681854	104.62608548550806	-2.199842758331441	1119.2449285176197	8661.14889526286	0.0	0.0	2.0
61	601.2279507133593	1239.3047989623865	0.43330175062375464	101.08315969830349	666.9863084028188	0.0	0.0	2.0
62	684.3207312351346	1406.839343990265	0.5159758335749203	1777.890343081315	4900.892311631491	0.0	0.0	2.0
63	623.4248985115021	993.4404600811908	-2.047709029733289	70.31820718481276	212.66381190985697	0.0	0.0	2.0
64	739.7374367298123	1223.1606689020352	-2.214883151474542	2366.0805164880194	6086.670702677907	0.0	0.0	2.0
65	761.9056137012369	680.560853608808	-1.8444942110257452	1994.4109282688073	4552.636844463761	0.0	0.0	2.0
66	743.4939028108042	1708.7176391683433	0.033767557048355636	2559.7122446382596	3326.430979998636	0.0	0.0	2.0
67	647.1540391369795	1035.3818364274962	0.2375885341428689	122.21510340244188	229.03533937910495	0.0	0.0	2.0
68	764.5796833698092	844.8035983287383	-2.0302581463370375	1931.7159097893627	4448.489224000375	0.0	0.0	2.0
69	743.4589471403813	1002.0454939341421	-2.2836793656336045	1806.8679567986746	2800.007404283851	0.0	0.0	2.0
70	676.3649151841125	1078.9892428630533	-2.23251332741882	150.14099316184152	272.9272174802982	0.0	0.0	2.0
71	772.3783651970347	504.59578618806086	0.7343756888385294	1265.5414005875593	5051.566376044388	0.0	0.0	2.0
72	700.2958257713249	298.90320629159106	0.4281127851456366	65.81836350126454	368.90205646514585	0.0	0.0	2.0
73	745.2700296735906	323.1057121661721	0.7466142530381897	81.52481069799194	660.8632792242141	0.0	0.0	2.0
74	742.0565955594253	363.60949063996514	0.7765990408456099	98.10515400126948	358.86191421001627	0.0	0.0	2.0
75	750.6287534121929	1546.7133757961783	-1.1452044671189265	66.6176604875294	123.64006905566534	0.0	0.0	2.0
76	871.0648864613362	301.4503363172002	-2.110885726436285	2019.0970279024496	5091.809826441027	0.0	0.0	2.0
77	774.8040152963671	1586.4469407265774	-2.1616417325056836	67.09402489387182	460.7954381520934	0.0	0.0	2.0
78	781.4568527918782	1119.1831641285955	0.6998133230367483	189.42242014124815	276.16568853772407	0.0	0.0	2.0
79	916.3597777061856	75.34906572164948	-1.9071685643860428	1770.668637034688	5705.80481298804	0.0	0.0	2.0
80	786.354736424891	1543.5715418152993	0.751687496633091	126.50374415078034	401.5340472095294	0.0	0.0	2.0
81	864.3366080225194	1443.562730471499	0.6029844783461853	2863.3603085482714	3386.5197279446475	0.0	0.0	2.0
82	878.908631831215	463.0240938075063	0.7379577696754711	873.5435065441665	4535.2693219809335	0.0	0.0	2.0
83	830.4483668756186	1589.8195315077533	-2.188791092397387	185.97715277208135	340.47482781214	0.0	0.0	2.0
84	926.5587972610896	1176.557660559149	-2.194011514437322	1803.8958180229847	5070.8736728192325	0.0	0.0	2.0
85	825.6548547129695	1866.5669737774629	-2.2913854067901305	76.44614971368513	188.4789638392883	0.0	0.0	2.0
86	895.6920054200542	1779.239430894309	0.11004011474214677	1933.806197190519	4788.792075699659	0.0	0.0	2.0
87	924.3086038554619	1029.2112576149545	-2.1516009253561275	1075.6806081742527	3603.9706047348914	0.0	0.0	2.0
88	843.0417298937784	1642.814871016692	-0.31499112075475827	59.47052573835251	196.86295937842704	0.0	0.0	2.0
89	859.731914893617	1342.8182370820668	-0.6708077311143852	117.6852019645532	157.04150159509572	0.0	0.0	2.0
90	962.4295025995189	776.7162256537596	-2.0369564030196865	1206.419401706807	3789.709095253501	0.0	0.0	2.0
91	978.3677318596829	654.1493272465161	-2.20051011077042	1024.1573193453767	4424.441362259231	0.0	0.0	2.0
92	974.7616722137547	1612.825686646552	0.6561027400071836	1875.4514623782313	3792.8462476739946	0.0	0.0	2.0
93	1001.3872608243657	928.6068950015454	-2.1335166255029447	1648.987354080564	5284.036400577195	0.0	0.0	2.0
94	903.2070604209097	1275.266123557366	-2.233257212110073	70.68463826251676	206.50444940695718	0.0	0.0	2.0
96	906.1023668639053	1321.7988165680474	0.6692409888708111	60.606915148014494	370.9581074352283	0.0	0.0	2.0
95	893.8026101141925	1350.5342577487766	0.10243127758946276	93.37012023368446	137.71739430317203	0.0	0.0	2.0
97	939.7346788990826	1318.7288073394495	0.24530638148664588	130.49934574321284	480.4143281899579	0.0	0.0	2.0
98	948.9169038133182	219.6129766647695	0.7224403887905259	128.7737695837609	724.4377796984174	0.0	0.0	2.0
99	1056.6033663427047	467.0759726522979	-2.291323531073096	1662.790471371885	4444.633862262204	0.0	0.0	2.0
100	968.5329341317365	548.5883233532934	0.2276254777733818	41.71683195594804	78.97488117467728	0.0	0.0	2.0
102	1061.596646382691	1367.24400270453	0.3596571679038965	2606.9379733374626	3466.426975729506	0.0	0.0	2.0
101	1050.2093842122501	1821.4158205044218	0.6394258429877248	1690.3370595878673	2693.7479443466077	0.0	0.0	2.0
104	1077.7488656987296	244.60238959467634	-2.0889526831682868	1088.74620609249	4178.461699796373	0.0	0.0	2.0
103	995.365767582556	1480.2190572220823	0.5638100118327739	207.38050567013843	611.0951460847698	0.0	0.0	2.0
105	1010.2134519177321	293.3068371317399	-2.153887153181267	35.70819192932231	847.7885620266916	0.0	0.0	2.0
106	1057.5134334673155	18.75121641633171	-1.6436517082045972	160.61777287420864	1130.0782980968997	0.0	0.0	2.0
107	994.6212268743915	556.1304771178189	0.39648405301900247	48.10426330867745	145.8491673829979	0.0	0.0	2.0
108	1020.7008474576271	318.42033898305084	-2.183973344691531	21.838954420746646	474.02283457666755	0.0	0.0	2.0
109	1022.9714013346044	338.85033365109626	-2.1576512076212957	24.36919452266803	317.3950041649013	0.0	0.0	2.0
110	1128.890079692223	639.8135133278373	-2.1880146570849988	1115.4223857468448	5134.375389015176	0.0	0.0	2.0
111	1089.621721758082	1151.2512168543408	0.6777602521598065	747.3614902859146	1746.1029919016646	0.0	0.0	2.0
112	1074.2367095691102	1531.9840514829323	0.7224720194089375	462.7579049501197	749.4689654021631	0.0	0.0	2.0
113	1178.1848084096305	151.12625748841415	-2.2198063891785575	2083.1873844310117	6432.361706632139	0.0	0.0	2.0
114	1055.0166219839143	1070.285254691689	-1.903436831419852	142.0204985678034	163.4726538303308	0.0	0.0	2.0
115	1092.6138988032753	1236.5536426621877	-2.1752706995852216	153.1784541431117	1146.6573645003978	0.0	0.0	2.0
116	1219.668137128376	417.86336438510455	-2.0581780292041443	1673.658582168295	7443.41950484442	0.0	0.0	2.0
117	1186.3846939147556	1717.5860830568417	0.6669105679338899	2681.7228747828954	7730.1928506850145	0.0	0.0	2.0
118	1182.8066253453119	834.3576850755624	-2.2605918401255227	2623.0393110356586	4601.692865705577	0.0	0.0	2.0
119	1108.7345826977555	1058.9660056657224	0.7158557928172383	241.52438381310708	635.1967795361443	0.0	0.0	2.0
120	1121.9408396946565	1470.5541984732824	-0.8177254884854198	94.76449468351821	638.9519686636061	0.0	0.0	2.0
121	1270.7263890555623	1528.5078003120125	-1.957294954957121	2619.0453164382748	6284.503214706145	0.0	0.0	2.0
122	1198.176860996071	997.7334076669853	-1.537963451497176	1093.7560832414897	2383.8988130056186	0.0	0.0	2.0
123	1233.5003864584944	35.88545370227238	-1.7433050595601678	525.091519982936	2593.608027122835	0.0	0.0	2.0
124	1228.1128161710235	1876.2696581648852	-1.6285141001852583	204.24252929805294	3308.957243054325	0.0	0.0	2.0
125	1254.3004254360014	1336.871101343927	-2.100691912099946	1812.9583544294217	5070.466175822301	0.0	0.0	2.0
126	1290.2779957110727	1157.2324912390816	-1.8722185353160317	3466.194265507575	6219.557239761423	0.0	0.0	2.0
127	1327.7390333985109	618.7455511445557	-2.0785941004772375	2493.0690060993843	6845.509962984574	0.0	0.0	2.0
